molecule	log2FC	p	p_FDR	Regulation
542	-3.4184755722066025	0.07482383755462595		Not significant
543	0.2935417779260919	0.49289011025934326		Not significant
544	-1.2042324926397792	0.07585798597281587		Not significant
545	-0.6813487107290077	0.007219720656255359		Down
546	-2.524235981041649	0.07437437096947518		Not significant
547	-37.266263292122446	0.06129106586204108		Not significant
548	0.0			Not significant
549	-1.276719120696815	0.08782560436745099		Not significant
550	-31.504494071519616	0.373900966300059		Not significant
551	-2.949071498317649	0.07247142468558813		Not significant
552	-37.387989740164876	0.05918516856285825		Not significant
553	-1.152448579765301	0.09011163717337667		Not significant
554	-0.6275765456337252	0.07232559149078528		Not significant
555	-4.920190692647846	0.03583110786872174		Down
556	0.0			Not significant
557	-3.035927355382594	0.09115056102947845		Not significant
558	-0.9927217288021171	0.10178238350228272		Not significant
559	-1.0746710737104117	0.08203658869448163		Not significant
560	-0.4440686301686444	0.15936724965900773		Not significant
561	-1.2846350781487348	0.09865014892279796		Not significant
562	-35.77357582918658	0.025611881062248463		Down
563	0.0			Not significant
564	39.110350923670886	0.373900966300059		Not significant
565	-3.6280448225390916	0.046607706787677235		Down
566	-1.1298829250036742	0.08779542218165957		Not significant
567	-0.38120473334165533	0.160687663110483		Not significant
568	-0.7834695711040373	0.08849854157655003		Not significant
569	-1.409561663042473	0.0941494196115714		Not significant
570	-3.4453898349315932	0.08252483493783773		Not significant
571	-4.254028425614183	0.03705698189265078		Down
572	4.809727710317405	0.1270925664007258		Not significant
573	0.0			Not significant
574	0.0			Not significant
575	-1.1666801236110471	0.09260431412954472		Not significant
576	-0.538061575051618	0.18975164545018855		Not significant
577	-0.7046250267006698	0.06438123043920098		Not significant
578	-7.724815906770133	0.043616348456570135		Down
579	0.3111249724860654	0.8237372341495159		Not significant
580	-4.0167728716331546	0.09214769774222412		Not significant
581	-0.9718432304356168	0.015190708084192893		Down
582	-34.77435726321436	0.024165409491385487		Down
583	-4.157046006834842	0.05249611490486261		Not significant
584	-1.66230266910429	0.06871279066578086		Not significant
585	-1.2300698639482164	0.0974967312025107		Not significant
586	-0.8135772449757673	0.0064497955141760415		Down
587	-38.04715266815535	0.04514092096066238		Down
588	0.0			Not significant
589	-39.122798028771356	0.053461687517532275		Not significant
590	-3.4843098123855447	0.11863321655861882		Not significant
591	37.0383431140685	0.3739009663000589		Not significant
592	-2.3037095110368093	0.03339572118805418		Down
593	-1.0795010976416664	0.154840691913768		Not significant
594	-1.243254275729294	0.12896899742121132		Not significant
595	-0.6456331831579836	0.10233536281654933		Not significant
596	-0.767515452052764	0.132183009766485		Not significant
597	-7.045559714783839	0.04078194803000776		Down
598	1.8758360538237524	0.18952806399709454		Not significant
599	-1.5668058174757162	0.06616177791725092		Not significant
600	1.1876848109644906	0.32494064742020756		Not significant
601	-1.0074850112096247	0.0905527837904089		Not significant
602	-4.2633927880164535	0.05001646449116223		Not significant
603	0.6587110433277661	0.388238793644164		Not significant
604	-38.896571793299664	0.029669981145763556		Down
605	-1.3778031535621624	0.019382396289639118		Down
606	-1.3675596729937576	0.12437879879851124		Not significant
607	-0.9076078161580439	0.08937288798192371		Not significant
608	0.0			Not significant
609	-2.0873713006487162	0.05930332220073694		Not significant
610	-1.2595973082658818	0.16841189354995725		Not significant
611	-1.4248529429470314	0.023738075964698145		Down
612	-1.2687301115813503	0.08282492994035609		Not significant
613	-0.2384528240323211	0.7135547554703253		Not significant
614	-39.664598757867324	0.028193575120405934		Down
615	36.46315121938975	0.373900966300059		Not significant
616	34.819163584426676	0.373900966300059		Not significant
617	0.0			Not significant
618	-1.5659086040139427	0.17690220676487745		Not significant
619	-0.9003628176593382	0.0700384822327496		Not significant
620	-6.5774347501923165	0.050569672665311045		Not significant
621	0.0			Not significant
